ID,Grupo,Área,"Nombre del
Activo",Descripción del Activo,Formato,Serie / Subserie,El activo de información está relacionado con el manejo de recursos de origen gubernamental,"Idioma de la información
(o tecnología asociada)","Fecha de generación del
activo de información",Fecha de determinación de clasificación de sensibilidad (y transparencia),Fecha de última revisión y actualización,Duración (años) status de clasificado o reservado,Dias transcurridos desde la última revisión,"Propietario (responsable) del activo 
(área o cargo)","Custodio del
Activo",Localización del Activo,Plazo de la Clasificacion o la Reserva
474,VP Credito y Riesgos,"Dirección de Riesgo de Mercado, Liquidez y Crédito",CDS_Prom_Movil_Pricing_&_Provisiones,Historico de cds para el calculo de pricing,Xls,Informes / Informes Consolidados De Riesgos,No,Español/Ingles,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,"Dirección De Mercado, liquidez y Crédito","Dirección De Mercado, liquidez y Crédito",\\FDNFS\Riesgos\SARM\Bloomberg,Maximo que determine la ley
475,VP Operaciones,Dirección Operaciones,Cuadre operaciones de tesorería,Archivo dario  para cuadre de operaciones de tesoreria,Xlsx,Informes / Informes de gestión,No,Español/Ingles,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección De Operaciones,Dirección De Operaciones,Fileserver: \\FDNFS\Tesoreria - BackOffice,Maximo que determine la ley
476,VP Operaciones,Dirección Operaciones,Cuentas,"Informe de cuadre de movimientos cuentas bancarias de la FDN, patrimonios y terceros",Xlsx,Informes / Informes de gestión,No,Español/Ingles,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección De Operaciones,Dirección De Operaciones,Fileserver: \\FDNFS\Tesoreria - BackOffice\Movimientos Cuentas Bancarias\2023,Maximo que determine la ley
477,VP Operaciones,Dirección Operaciones,Informe consolodidado pago de impuestos,"Consolidado de los impuestos que se pagan de la FDN, patrimonios y terceros",Xlsx,Informes / Informes de gestión,No,Español,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección De Operaciones,Dirección De Operaciones,Fileserver: \\FDNFS\Tesoreria - BackOffice\Movimientos Cuentas Bancarias,Maximo que determine la ley
478,VP Operaciones,Dirección Operaciones,Informe consolidado cuenta autoseguro,Informe de movimientos mensuales de cuenta de autoseguro,Xlsx,Informes / Informes de gestión,No,Español,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección De Operaciones,Dirección De Operaciones,Fileserver: \\FDNFS\Tesoreria - BackOffice\Movimientos Cuentas Bancarias,Maximo que determine la ley
479,VP Operaciones,Dirección Operaciones,Informe mensual de FONDES,Informe mensual de movimientos y saldos de las cuentas de FONDES,Xlsx,Informes / Informes A Otros Organismos Del Estado,No,Español,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección De Operaciones,Dirección De Operaciones,Fileserver: \\FDNFS\Tesoreria - BackOffice\Movimientos Cuentas Bancarias\2023,Maximo que determine la ley
480,VP Operaciones,Dirección Operaciones,Conciliacion bancaria mensual,Conciliacion mensual de todas las cuentas contra los balances,Xlsx,Informes / Informes de gestión,No,Español,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección De Operaciones,Dirección De Operaciones,Fileserver: \\FDNFS\Tesoreria - BackOffice\Gestión Bancaria\Bancos\Conciliación Bancaria,Maximo que determine la ley
481,VP Operaciones,Dirección Operaciones,Contactos bancos,Documento con información de contacto de los gerentes de cuenta y apoyos de los Bancos,Xlsx,Informes / Informes de gestión,No,Español,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección De Operaciones,Dirección De Operaciones,Fileserver: \\FDNFS\Tesoreria - BackOffice\Gestión Bancaria\Bancos,Maximo que determine la ley
482,VP Operaciones,Dirección Operaciones,Prevalidador cambiario,Informe de información exogena para la DIAN,Xlsx,Informes / Informes A Otros Organismos Del Estado,No,Español,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección De Operaciones,Dirección De Operaciones,Fileserver: \\FDNFS\Tesoreria\Prevalidador_DIAN_Cambiario_2011_V2.4,Maximo que determine la ley
483,VP Operaciones,Dirección Operaciones,Informe mensual DANE,Informe mensual de los movimientos de las cuentas en dolares de la FDN,Xlsx,Informes / Informes A Otros Organismos Del Estado,No,Español,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección De Operaciones,Dirección De Operaciones,Fileserver: \\FDNFS\Tesoreria - BackOffice\Gestión Bancaria\Informe Dane,Maximo que determine la ley
484,VP Operaciones,Dirección Operaciones,SIIDJ (Sistema Integrado de Información - Deceval),Cumplimento de operaciones con titulos del mercado público de valores,Software,No Aplica: Sistema De Información O Software,No,Español/Ingles,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Operaciones,Deceval,,Maximo que determine la ley
485,VP Operaciones,Dirección Operaciones,SWIFT (Society for Worldwide Interbank Financial Telecommunication),"canal de comunicaciones entre Bancos para transferencias de fondos, recibo de extractos bancarios y mensajería libre",Software,No Aplica: Sistema De Información O Software,No,Español/Ingles,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Operaciones,Swift,,Maximo que determine la ley
486,VP Operaciones,Dirección Operaciones,Portal web PRECIA,"Proveedor de precios para valorar portafolios de inversión, tasas, TRM. Indicadores.",Software,No Aplica: Sistema De Información O Software,No,Español/Ingles,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Operaciones,Precia,,Maximo que determine la ley
487,VP Operaciones,Dirección Operaciones,Portales Bancarios,Portales de los Bancos en los cuales la FDN tiene cuentas Bancarias,Software,No Aplica: Sistema De Información O Software,No,Español/Ingles,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Operaciones,Bancos,,Maximo que determine la ley
488,VP Operaciones,Dirección Operaciones,"SAP ( FI, CML, TRM, BCM)","Modulos: FI: Contabilidad, CML: Cartera, TRM: Bonos,BCM: Pagos bancos",Software,No Aplica: Sistema De Información O Software,No,Español/Ingles,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Operaciones,Dirección de Aplicaciones y Proyectos,,Maximo que determine la ley
489,VP Operaciones,Dirección Operaciones,Pegaso,Aprobacion de los flujos de desembolsos,Software,No Aplica: Sistema De Información O Software,No,Español,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Operaciones,Dirección de Aplicaciones y Proyectos,,Maximo que determine la ley
490,VP Operaciones,Dirección Operaciones,Equipos de computo para acceso a DECEVAL,Dos Equipos de escritorio para canal dedicado a DECEVAL,Hardware,No Aplica: Hardware,No,Español,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Operaciones,Jefatura de Operaciones y Soporte TI,,Maximo que determine la ley
491,VP Operaciones,Dirección Operaciones,Tokens,"Tokens físicos de Portales Bancarios, BANREP, SWIFT, DECEVAL",Hardware,No Aplica: Hardware,No,Español,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Operaciones,"Bancos, BANREP, SWIFT, DECEVAL",,Maximo que determine la ley
492,VP Operaciones,Dirección Operaciones,Softokens,"Tokens virtuales para algunos portales Bancarios, DECEVAL",Software,No Aplica: Sistema De Información O Software,No,Español,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Operaciones,Deceval,,Maximo que determine la ley
493,VP Operaciones,Dirección Operaciones,Matriz Usuario yTokens FDN_JUN_2023,Matriz donde se tiene el inventario de tokens con responsables,Xls,Informes / Informes de gestión,No,Español,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Operaciones,Dirección Operaciones,,Maximo que determine la ley
494,VP Operaciones,Dirección Operaciones,Flujo Ingreso y Egresos Operaciones,Informe de entradas y salidas de fondos para tesorería,Xls,Informes / Informes de gestión,No,Español,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Operaciones,Dirección Operaciones,,Maximo que determine la ley
495,VP Operaciones,Dirección Operaciones,Control Facturación,Relación de facturas a cargo de la Dirección de Operaciones,Xls,Informes / Informes de gestión,No,Español,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Operaciones,Dirección Operaciones,,Maximo que determine la ley
496,VP Operaciones,Dirección Operaciones,DD_MMMM_ARQUEO INVERSIONES,Arqueo mensual de portafolio de inversiones,Xls,Informes / Informes de gestión,No,Español,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Operaciones,Dirección Operaciones,,Maximo que determine la ley
497,VP Operaciones,Dirección Operaciones,Control Cargos CRCC Comisión Remuneración,Cuadro de comisiones cobradas por la CRCC,Xls,Informes / Informes A Otros Organismos Del Estado,No,Español,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Operaciones,Dirección Operaciones,,Maximo que determine la ley
498,VP Operaciones,Dirección Operaciones,Archivo Captaciones AAAAMMDD_Validación,Archivo de revisión de las captaciones a una fecha,Xls,Informes / Informes de gestión,No,Español,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Operaciones,Dirección Operaciones,,Maximo que determine la ley
499,VP Operaciones,Dirección Operaciones,Conciliación MM_AAAA,Conciliación bancaria mensual,Xls,Informes / Informes de gestión,No,Español,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Operaciones,Dirección Operaciones,,Maximo que determine la ley
500,VP Operaciones,Dirección Operaciones,Flujo escrow account Jp Morgan,Control flujo cuenta en dolares Jp Morgan,Xls,Informes / Informes de gestión,No,Español,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Operaciones,Dirección Operaciones,,Maximo que determine la ley
501,VP Operaciones,Dirección Operaciones,Cuadre Cierre Activos y Pasivos MM_AAAA,Control mensual cierre de cartera,Xls,Informes / Informes de gestión,No,Español,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Operaciones,Dirección Operaciones,,Maximo que determine la ley
502,VP Operaciones,Dirección Operaciones,Control vencimientos Cartera MM AAAA,Relación de cuentas por cobrar de cartera (mensual),Xls,Informes / Informes de gestión,No,Español,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Operaciones,Dirección Operaciones,,Maximo que determine la ley
503,VP Operaciones,Dirección Operaciones,Control cierre DD MM AAA,"Resumen financiero diario del cierre de las emisiones (CDT´s , bonos hibrido y bonos ordinario)",Xls,Informes / Informes de gestión,No,Español,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Operaciones,Dirección Operaciones,Fileserver: \\FDNFS\Tesoreria - BackOffice\Emision Bonos 2020-2021\Control de Cierre Diario\2023,Maximo que determine la ley
504,VP Operaciones,Dirección Operaciones,Cruce Emita_Deceval Bonos DD MM AA,Cierre financiero diario de la emision de bonos en Emita PORFIN,Xls,Informes / Informes A Otros Organismos Del Estado,No,Español,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Operaciones,Dirección Operaciones,Fileserver: \\FDNFS\Tesoreria - BackOffice\Emision Bonos 2020-2021\Emision Bonos 2020 2021\Cierres Informes Emita,Maximo que determine la ley
505,VP Operaciones,Dirección Operaciones,Cruce Emita_Deceval CDTS DD MM AA,Cierre financiero diario de la emision de CDT´s en Emita PORFIN,Xls,Informes / Informes A Otros Organismos Del Estado,No,Español,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Operaciones,Dirección Operaciones,Fileserver: \\FDNFS\Tesoreria - BackOffice\Emision Bonos 2020-2021\Emision CDTS\Cierres Informes Emita,Maximo que determine la ley
506,VP Operaciones,Dirección Operaciones,Cruce Emita_Deceval Bono Hibrido DD MM AA,Cierre financiero diario de la emision de bonos hibridos en Emita PORFIN,Xls,Informes / Informes A Otros Organismos Del Estado,No,Español,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Operaciones,Dirección Operaciones,Fileserver: \\FDNFS\Tesoreria - BackOffice\Emisión Bonos Hibridos\Cierres informes Emita\2023,Maximo que determine la ley
507,VP Operaciones,Dirección Operaciones,Planilla Pago Intereses Bonos CDTS DD MM AA,Causación de capital e intereses PORFIN vs DECEVAL,Xls,Informes / Informes A Otros Organismos Del Estado,No,Español,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Operaciones,Dirección Operaciones,Fileserver: \\FDNFS\Tesoreria - BackOffice\Emision Bonos 2020-2021\Pago de Derechos Patrimoniales,Maximo que determine la ley
508,VP Operaciones,Dirección Operaciones,Planos generados de operaciones,Archivos planos descargados de DECEVAL para la operatividad diaría,txt,Informes / Informes A Otros Organismos Del Estado,No,Español,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Operaciones,Dirección Operaciones,Fileserver: \\FDNFS\Tesoreria - BackOffice\Emision Bonos 2020-2021\Planos Generados Operaciones,Maximo que determine la ley
509,VP Operaciones,Dirección Operaciones,Planilla Pago Intereses Bono Hibrido DD MM AA,Causación de capital e intereses PORFIN vs DECEVAL para bono hibrido,Xls,Informes / Informes A Otros Organismos Del Estado,No,Español,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Operaciones,Dirección Operaciones,Fileserver: \\FDNFS\Tesoreria - BackOffice\Emisión Bonos Hibridos\Pago Derechos Patrimoniales Bono Hibrido,Maximo que determine la ley
510,VP Operaciones,Dirección Operaciones,Base Aperturas CDT´S FDN original,Consolidado de captaciones de CDT´s,Xls,Informes / Informes de gestión,No,Español,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Operaciones,Dirección Operaciones,Fileserver: \\FDNFS\Tesoreria - BackOffice\Emision Bonos 2020-2021\Emision CDTS\Directorio- Archivos Operaciones,Maximo que determine la ley
511,VP Operaciones,Dirección Operaciones,Estructura RegistroTipo1 actualizada,Estructura planos masivos de captación,Xls,Informes / Informes de gestión,No,Español,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Operaciones,Dirección Operaciones,Fileserver:\\FDNFS\Tesoreria - BackOffice\Emision Bonos 2020-2021\Emision CDTS\Directorio- Archivos Operaciones,Maximo que determine la ley
512,VP Operaciones,Dirección Operaciones,Control Radicaciones Embargos,Radicacion procesos de embargos,Xls,Informes / Informes de gestión,No,Español,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Operaciones,Dirección Operaciones,Fileserver: \\FDNFS\Tesoreria - BackOffice\Emision Bonos 2020-2021,Maximo que determine la ley
513,Vp Financiera y de Tesorería,Gerencia de Tesorería,Resumen Portafolios FDN AA-MM-DD,(Formato valores) Caracterización De La Composición Diaria De Los Portafolios Bajo Admin De La Tesorería,Xls,Instrumentos de control / Registros de productos de tesorería,No,Español,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Gerencia De Tesoreria,Gerencia De Tesoreria,"Fileserver: \\Fdnfs\Tesoreria\Portafolio\Flujo de Caja\Historico
Pegaso: Gestión de tesoreria\Portafolios FDN\Resumen Portafolios",Maximo que determine la ley
514,Gerencia de Talento Humano y Administrativa,Dirección de Talento Humano - Nómina,Resultado Operador,Reporte DIAN transmisión nomina electrónica,Xls,Nómina,No,Español,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección de Talento Humano,Dirección de Talento Humano,Fileserver: \\FDNFS\Gestion de Talento Humano\NOMINA FDN\Nominas,Maximo que determine la ley
515,Gerencia de Talento Humano y Administrativa,Dirección de Talento Humano - Nómina,ComprobantesNominaDescarga,Reporte DIAN transmisión nomina electrónica por persona,XML,Nómina,No,Español,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección de Talento Humano,Dirección de Talento Humano,Fileserver: \\FDNFS\Gestion de Talento Humano\NOMINA FDN\Nominas,Maximo que determine la ley
516,Gerencia de Talento Humano y Administrativa,Dirección de Talento Humano - Nómina,Resultado,Reporte Novasoft para validación información a transmitir a DIAN,xls,Nómina,No,Español,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección de Talento Humano,Dirección de Talento Humano,Fileserver: \\FDNFS\Gestion de Talento Humano\NOMINA FDN\Nominas,Maximo que determine la ley
517,Vp Desarrollo de Negocios e Innovación,Dirección desarrollo de productos,Manual de producto,Detalle de las caracteristicas de los productos de FDN,Docx/PDF,Estudios / Estudios de nuevos productos,No,Español,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Desarrollo de Producto,Dirección Desarrollo de Producto,Fileserver: \\FDNFS\Desarrollo de Negocio\3. Desarrollo de Negocio,Maximo que determine la ley
518,Vp Desarrollo de Negocios e Innovación,Dirección desarrollo de productos,Compromiso de suscripción de titulos (CST),Manual de producto compromiso de suscripción de titulos (CST),Docx/PDF,Estudios / Estudios de nuevos productos,No,Español,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Desarrollo de Producto,Dirección Desarrollo de Producto,"Fileserver: \\FDNFS\Desarrollo de Negocios\3. Desarrollo Negocios\3.2.9 CST\3.2.9.4 Ajuste producto 2020-2021\Implementación
Pegaso: https://pegaso.fdn.com.co/OTCS/llisapi.dll?func=ll&objId=7580694&objAction=browse&viewType=1",Maximo que determine la ley
519,Vp Desarrollo de Negocios e Innovación,Dirección desarrollo de productos,Metodología Pricing (CST),Metodología pricing del producto compromiso de suscripción de titulos (CST),Xlsm,Estudios / Estudios de nuevos productos,No,Español,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Desarrollo de Producto,Dirección Desarrollo de Producto,"Fileserver: \\FDNFS\Desarrollo de Negocios\3. Desarrollo Negocios\3.2.9 CST\3.2.9.4 Ajuste producto 2020-2021\Pricing\Metodologia
Pegaso: https://pegaso.fdn.com.co/OTCS/llisapi.dll?func=ll&objId=11695578&objAction=browse&viewType=1",Maximo que determine la ley
520,Gerencia ITC,Gestión de integridad transparencia y cumplimiento,Knime,Herramienta estadistica para correr segmentación,Software,No Aplica: Sistema De Información O Software,No,Español/Ingles,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Gestión De Integridad Transparencia Y Cumplimiento,Gestión De Integridad Transparencia Y Cumplimiento,Instalado en equipo de Gerencia ITC localmente,Maximo que determine la ley
521,Vp Desarrollo de Negocios e Innovación,Dirección de Relaciones Internacionales,Informes y Matrices de seguimiento,Documentos de informes y seguimiento de las alianzas y cooperaciones intenacionales,Xls/docx/pptx/xlsx,Planes / Convenios de cooperación internacional,No,Español,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección De Relaciones Internacionales,Dirección De Relaciones Internacionales,Fileserver:,Maximo que determine la ley
522,Vp Desarrollo de Negocios e Innovación,Dirección de Relaciones Internacionales,Vehiculo de preinversión,"Documentos como actas, presentaciones, grabaciones relacionados con el vehiculo de preinversión",PDF/mp4/ pptx,Planes / Convenios de cooperación internacional,No,Español,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección De Relaciones Internacionales,Dirección De Relaciones Internacionales,Fileserver:,Maximo que determine la ley
523,Vp Desarrollo de Negocios e Innovación,Dirección desarrollo de productos,Compra de derechos económicos (CDE),Manual de producto compra de derechos económicos (CDE),Docx/PDF,Estudios / Estudios de nuevos productos,No,Español,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Desarrollo de Producto,Dirección Desarrollo de Producto,"Fileserver: \\FDNFS\Desarrollo de Negocios\3. Desarrollo Negocios\3.1.21 Compra de Derechos Economicos (CDE)\Implementaciòn\Caso de Negocio
Pegaso: https://pegaso.fdn.com.co/OTCS/llisapi.dll?func=ll&objId=7581644&objAction=browse&viewType=1",Maximo que determine la ley
524,Vp Desarrollo de Negocios e Innovación,Dirección desarrollo de productos,Metodología Pricing (CDE),"Metodología pricing del producto compra de derechos económicos (CDE).
- Herramienta Desembolso Subsidios v 4.7 (Protegido)
- Herramienta Desembolso Subsidios v 4.7 (Sin bloqueos)",Xlsm,Estudios / Estudios de nuevos productos,No,Español/Ingles,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Desarrollo de Producto,Dirección Desarrollo de Producto,"Fileserver:  \\FDNFS\Desarrollo de Negocios\3. Desarrollo Negocios\3.1.21 Compra de Derechos Economicos (CDE)\Implementaciòn\Herramienta Cálculo
Pegaso: https://pegaso.fdn.com.co/OTCS/llisapi.dll?func=ll&objId=11948261&objAction=browse&viewType=1",Maximo que determine la ley
525,Gerencia de Talento Humano y Administrativa,Dirección de Talento Humano - Nómina,ConsignaciónaportesAFC_,Planilla generada en el portal del FNA para aportes AFC,PDF,Nómina,No,Español,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección de Talento Humano,Dirección de Talento Humano,Fileserver: \\FDNFS\Gestion de Talento Humano\NOMINA FDN\Nominas,Maximo que determine la ley
526,Gerencia de Talento Humano y Administrativa,Dirección de Talento Humano - Nómina,Portal web FNA,Portal web del Fondo Nacional del Ahorro para gestión de aportes AFC,Software,No Aplica: Sistema De Información O Software,No,Español,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección de Talento Humano,FNA,https://www.fna.gov.co:8081/felempresarial/services/cobis/web/app/index.html#/login,Maximo que determine la ley
527,Gerencia de Talento Humano y Administrativa,Dirección Administrativa /Gestión Documental,Banco Terminológico,Listado de series y subseries aplicadas a la FDN,Docx /PDF,Instrumentos Archivísticos / Banco Terminológico,No,Español,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Administrativa,Dirección Administrativa,"Pegaso: https://pegaso.fdn.com.co/OTCS/llisapi.dll?func=ll&objId=7990478&objAction=browse&viewType=1
Pegaso: Administración del sistem...  01 Administración sistema...  02 Gestión de archivo  INSTRUMENTOS ARCHIVISTICOS
Banco Terminológico",Maximo que determine la ley
528,Gerencia de Talento Humano y Administrativa,Dirección Administrativa /Gestión Documental,Sistema integrado de conservación SIC,Lineamientos para la conservación de la información física de la FDN,Docx /PDF,Instrumentos Archivísticos / Sistema integrado de conservación SIC,No,Español,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Administrativa,Dirección Administrativa,"Pegaso: https://pegaso.fdn.com.co/OTCS/llisapi.dll?func=ll&objId=7990478&objAction=browse&viewType=1
Pegaso:   Administración del sistem...  01 Administración sistema...  02 Gestión de archivo  INSTRUMENTOS ARCHIVISTICOS
SIC Sistema Integrado de Conservación",Maximo que determine la ley
529,Gerencia de Talento Humano y Administrativa,Dirección Administrativa /Gestión Documental,Tabla de control de acceso,Directrices que implementa la FDN para garantizar el acceso de la información producida al interior.,Xlsx,Instrumentos Archivísticos / Tabla de control de acceso,No,Español,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección Administrativa,Dirección Administrativa,"Pegaso: https://pegaso.fdn.com.co/OTCS/llisapi.dll?func=ll&objId=8895834&objAction=browse&viewType=1
Pegaso: Administración del sistem...  01 Administración sistema...  02 Gestión de archivo  INSTRUMENTOS ARCHIVISTICOS
Tablas de Control de Acceso",Maximo que determine la ley
530,Vp Financiera y de Tesorería,Dirección de Control Financiero,Portal web Secretaría de Hacienda Distrital,"Consulta Normatividad, Formatos, transmsión y presentación de las declaraciones e información exogena",Software,No Aplica: Sistema De Información O Software,No,Español,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,"Dirección de Control Financiero
Dirección de Operaciones",SHD,www.haciendabogota.gov.co,Maximo que determine la ley
531,Gerencia de Talento Humano y Administrativa,Dirección de Talento Humano - Desarrollo,Informe individual de potencial,Informe de plan de carrera y sucesión,PDF/pptx,Programas / Programas de formación y desarrollo,No,Español,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Dirección de Talento Humano,Dirección de Talento Humano,pendiente,Maximo que determine la ley
532,VP Estructuración,Gerencia de Banca de Inversión,Rama judicial / Planos sedes judiciales,Planos de sedes juiciales entregados por el cliente para el proyecto de rama judicial,PDF/DWG/JPG,Contratos / Contratos de consultoria,No,Español,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Vp Estructuración- Vicepresidente de Estructuración,Consejo Superior de la Judicatura,Office 365 consejo superior de la Judicatura,Maximo que determine la ley
533,VP Estructuración,Gerencia de Banca de Inversión,Rama judicial / Modelo de negocio,Documento entregable consolidado del proyecto por parte de la FDN al cliente,Xlsx/Xlsm/Docx/PDF,Contratos / Contratos de consultoria,No,Español,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Vp Estructuración- Vicepresidente de Estructuración,Vp. Estructuración,"Fileserver:  \\FDNFS\Estructuracion\3. Negocios\Estudios\1221-PMRJ\Cliente\2.Cont\Seg_Cont\1. Entregables
Pegaso: https://pegaso.fdn.com.co/OTCS/llisapi.dll?func=ll&objId=38960505&objAction=browse&viewType=1
Office 365 consejo superior de la Judicatura",Maximo que determine la ley
534,VP Estructuración,Gerencia de Banca de Inversión,Rama judicial / Matriz de priorización,Matriz  generada por la FDN y consultores que determina las asignaciones presupuestales con base en la priorización que se establezca (consultores-cliente y FDN),Xlsx/Docx/PDF,Contratos / Contratos de consultoria,No,Español,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,07/31/2023 12:00:00 AM,0,31,Vp Estructuración- Vicepresidente de Estructuración,Vp. Estructuración,"Fileserver:  \\FDNFS\Estructuracion\3. Negocios\Estudios\1221-PMRJ\Cliente\2.Cont\Seg_Cont\1. Entregables
Pegaso: https://pegaso.fdn.com.co/OTCS/llisapi.dll?func=ll&objId=38960505&objAction=browse&viewType=1
Office 365 consejo superior de la Judicatura",Maximo que determine la ley
